idea_id,x,y,title,domain
364,0.06605941,-1.0298654,Autonomous Optimization Tool for Energy Consumption,energy
365,-1.8097799,-4.186605,Smart Monitoring Platform for Personal Finance Habits,agriculture
366,3.0807657,13.892664,Intelligent Recommendation Engine for Supply Chain Logistics,food_tech
367,2.492714,13.905826,Predictive Analytics System for Supply Chain Logistics,gaming
368,-4.753735,-2.2975833,Autonomous Optimization Tool for Student Performance,social
369,0.9473533,15.129103,Smart Monitoring Platform for Supply Chain Logistics,agriculture
370,-0.39200196,-0.13883053,Smart Monitoring Platform for Student Performance,energy
371,2.1802664,14.687717,Autonomous Optimization Tool for Supply Chain Logistics,agriculture
372,3.1044042,-2.2207367,Autonomous Optimization Tool for Mental Wellness Patterns,environment
373,16.146416,4.848846,Intelligent Recommendation Engine for Air Quality In Cities,agriculture
374,15.353608,4.040494,AI Assistant for Air Quality In Cities,fitness
375,3.7438498,-1.8692099,AI Assistant for Mental Wellness Patterns,healthcare
376,10.917541,-7.4702706,Predictive Analytics System for Urban Traffic Flow,food_tech
377,-1.0768186,-3.2468264,Intelligent Recommendation Engine for Personal Finance Habits,mental_health
378,-7.6008177,12.945839,Intelligent Recommendation Engine for Waste Management,retail
379,-0.2622615,-0.8485178,Predictive Analytics System for Energy Consumption,education
380,-4.404942,-2.1122463,Autonomous Optimization Tool for Student Performance,agriculture
381,9.638789,0.9182275,Intelligent Recommendation Engine for Crop Health,agriculture
382,1.1220015,-4.3655834,Smart Monitoring Platform for Energy Consumption,space
383,15.284208,3.812763,Smart Monitoring Platform for Air Quality In Cities,productivity
384,1.1633877,-0.6577252,Autonomous Optimization Tool for Mental Wellness Patterns,retail
385,1.325452,-0.46552458,Intelligent Recommendation Engine for Mental Wellness Patterns,fitness
386,-0.98139805,-3.4407609,Intelligent Recommendation Engine for Personal Finance Habits,robotics
387,15.517662,6.7812,Smart Monitoring Platform for Air Quality In Cities,transport
388,0.5581058,-4.402731,Autonomous Optimization Tool for Energy Consumption,healthcare
389,15.110287,5.9176745,AI Assistant for Air Quality In Cities,energy
390,0.7079628,-4.5132236,Smart Monitoring Platform for Energy Consumption,robotics
391,-8.65117,11.919717,Predictive Analytics System for Waste Management,productivity
392,-7.62423,12.987591,Intelligent Recommendation Engine for Waste Management,space
393,3.066015,13.907683,Intelligent Recommendation Engine for Supply Chain Logistics,retail
394,1.0241172,-4.431472,Autonomous Optimization Tool for Energy Consumption,transport
395,-0.061534304,-1.1034766,Intelligent Recommendation Engine for Energy Consumption,transport
396,-0.9156723,-4.6489844,AI Assistant for Personal Finance Habits,agriculture
397,2.936154,13.710615,Intelligent Recommendation Engine for Supply Chain Logistics,social
398,2.0468786,14.059291,Predictive Analytics System for Supply Chain Logistics,smart_cities
399,-8.470904,12.24164,Autonomous Optimization Tool for Waste Management,agriculture
400,-8.299566,12.942997,Autonomous Optimization Tool for Waste Management,cybersecurity
401,-4.421449,0.3714061,Autonomous Optimization Tool for Fitness Activity Tracking,gaming
402,15.465745,6.697117,Smart Monitoring Platform for Air Quality In Cities,space
403,0.0871096,-1.056326,AI Assistant for Energy Consumption,energy
404,9.756862,0.74957013,AI Assistant for Crop Health,education
405,8.751215,3.6272063,AI Assistant for Crop Health,healthcare
406,2.8130927,13.743858,Intelligent Recommendation Engine for Supply Chain Logistics,finance
407,2.7524939,-2.0947134,Smart Monitoring Platform for Mental Wellness Patterns,social
408,2.751463,-2.0257134,Smart Monitoring Platform for Mental Wellness Patterns,space
409,11.026495,-7.0116167,AI Assistant for Urban Traffic Flow,smart_cities
410,-7.941177,13.117069,Intelligent Recommendation Engine for Waste Management,energy
411,-4.716363,-2.4473846,Autonomous Optimization Tool for Student Performance,finance
412,-0.2610467,-4.5683527,AI Assistant for Energy Consumption,finance
413,2.8713474,13.648596,Intelligent Recommendation Engine for Supply Chain Logistics,productivity
414,16.303751,5.751261,Predictive Analytics System for Air Quality In Cities,social
415,-1.9277968,-4.047894,Smart Monitoring Platform for Personal Finance Habits,fitness
416,16.198551,5.9564857,Predictive Analytics System for Air Quality In Cities,energy
417,15.441443,6.8166347,Smart Monitoring Platform for Air Quality In Cities,space
418,-4.47562,-2.856978,AI Assistant for Student Performance,finance
419,-5.5421057,-2.09693,Autonomous Optimization Tool for Student Performance,fitness
420,-1.1926688,-4.031969,Autonomous Optimization Tool for Personal Finance Habits,space
421,-5.057486,-1.6889714,Intelligent Recommendation Engine for Student Performance,space
422,0.73109525,14.773935,Smart Monitoring Platform for Supply Chain Logistics,finance
423,0.60952234,-4.043491,Predictive Analytics System for Energy Consumption,retail
424,1.2696699,-4.2863255,Smart Monitoring Platform for Energy Consumption,smart_cities
425,-3.851944,0.42904118,AI Assistant for Fitness Activity Tracking,fitness
426,-0.5320617,-1.5514336,Intelligent Recommendation Engine for Personal Finance Habits,environment
427,-4.8282514,-2.2379844,Predictive Analytics System for Student Performance,healthcare
428,15.030607,6.043501,AI Assistant for Air Quality In Cities,productivity
429,-1.2432519,-4.2123733,AI Assistant for Personal Finance Habits,fitness
430,-4.3819294,0.4122003,Autonomous Optimization Tool for Fitness Activity Tracking,fitness
431,2.2738664,14.573777,Autonomous Optimization Tool for Supply Chain Logistics,education
432,1.4347725,-3.7351878,Predictive Analytics System for Energy Consumption,productivity
433,10.814585,-7.7599144,Intelligent Recommendation Engine for Urban Traffic Flow,agriculture
434,2.9141917,14.921285,AI Assistant for Supply Chain Logistics,transport
435,11.134106,-6.788155,Autonomous Optimization Tool for Urban Traffic Flow,energy
436,10.772451,-7.7134733,Intelligent Recommendation Engine for Urban Traffic Flow,productivity
437,11.256551,-6.8072443,Autonomous Optimization Tool for Urban Traffic Flow,smart_cities
438,1.1464565,-0.6090717,Smart Monitoring Platform for Mental Wellness Patterns,agriculture
439,15.478032,6.8160563,Smart Monitoring Platform for Air Quality In Cities,cybersecurity
440,2.765337,13.672966,Intelligent Recommendation Engine for Supply Chain Logistics,mental_health
441,1.3335738,-0.71487933,Predictive Analytics System for Mental Wellness Patterns,space
442,-1.032038,-3.307762,Intelligent Recommendation Engine for Personal Finance Habits,social
443,2.2581449,13.647121,Predictive Analytics System for Supply Chain Logistics,healthcare
444,1.0085613,15.221503,Smart Monitoring Platform for Supply Chain Logistics,gaming
445,-8.487126,11.672148,Predictive Analytics System for Waste Management,agriculture
446,-7.5460434,12.990292,Intelligent Recommendation Engine for Waste Management,cybersecurity
447,10.705515,-7.730113,Intelligent Recommendation Engine for Urban Traffic Flow,robotics
448,3.4771307,-2.0620496,Autonomous Optimization Tool for Mental Wellness Patterns,education
449,-0.6558122,-0.05122299,AI Assistant for Student Performance,retail
450,-1.1095241,-3.1878047,Intelligent Recommendation Engine for Personal Finance Habits,finance
451,9.830732,-5.411201,Smart Monitoring Platform for Urban Traffic Flow,productivity
452,0.8496802,-3.5263743,Intelligent Recommendation Engine for Energy Consumption,agriculture
453,-7.7615485,11.568152,Smart Monitoring Platform for Waste Management,energy
454,3.4386082,-2.098758,Autonomous Optimization Tool for Mental Wellness Patterns,retail
455,-4.286126,0.29491046,Autonomous Optimization Tool for Fitness Activity Tracking,smart_cities
456,8.713172,3.7038028,AI Assistant for Crop Health,finance
457,2.4741988,14.548808,AI Assistant for Supply Chain Logistics,smart_cities
458,2.219932,13.705961,Predictive Analytics System for Supply Chain Logistics,education
459,-1.1887593,-4.478307,AI Assistant for Personal Finance Habits,social
460,-7.978602,13.070355,Intelligent Recommendation Engine for Waste Management,social
461,-4.342316,0.5929042,Autonomous Optimization Tool for Fitness Activity Tracking,social
462,-0.5738746,-0.054344412,AI Assistant for Student Performance,productivity
463,-6.872737,12.209738,Autonomous Optimization Tool for Waste Management,social
464,2.726444,14.563151,Autonomous Optimization Tool for Supply Chain Logistics,education
465,16.132683,6.075346,Predictive Analytics System for Air Quality In Cities,environment
466,10.9768305,-7.583001,Predictive Analytics System for Urban Traffic Flow,productivity
467,-4.4651055,-2.5590281,Autonomous Optimization Tool for Student Performance,agriculture
468,-3.9313908,-0.6547192,Predictive Analytics System for Fitness Activity Tracking,retail
469,2.75496,13.521897,Intelligent Recommendation Engine for Supply Chain Logistics,retail
470,11.447452,-7.357207,Autonomous Optimization Tool for Urban Traffic Flow,mental_health
471,9.687175,-5.2587156,Intelligent Recommendation Engine for Urban Traffic Flow,gaming
472,-0.7922851,-0.10097596,Predictive Analytics System for Student Performance,fitness
473,3.0467613,-1.8571063,Autonomous Optimization Tool for Mental Wellness Patterns,energy
474,0.673288,-4.549801,Smart Monitoring Platform for Energy Consumption,robotics
475,-8.610992,11.886171,Predictive Analytics System for Waste Management,finance
476,-8.024547,11.479364,Smart Monitoring Platform for Waste Management,food_tech
477,8.437602,3.0066884,Autonomous Optimization Tool for Crop Health,mental_health
478,-4.4372134,0.608671,Autonomous Optimization Tool for Fitness Activity Tracking,fitness
479,0.66967624,-4.549087,AI Assistant for Energy Consumption,energy
480,-3.7403677,0.47105366,AI Assistant for Fitness Activity Tracking,retail
481,1.2868816,14.981531,Smart Monitoring Platform for Supply Chain Logistics,space
482,3.574292,-2.0594683,AI Assistant for Mental Wellness Patterns,energy
483,-0.06545423,-1.0802848,Intelligent Recommendation Engine for Energy Consumption,energy
484,-3.8994799,-0.27906135,Predictive Analytics System for Fitness Activity Tracking,food_tech
485,-8.15325,12.30342,AI Assistant for Waste Management,fitness
486,0.10795,-1.1001774,AI Assistant for Energy Consumption,social
487,1.1879164,-4.254914,Predictive Analytics System for Energy Consumption,environment
488,-8.342642,12.4606905,AI Assistant for Waste Management,productivity
489,11.029974,-7.5206347,Predictive Analytics System for Urban Traffic Flow,productivity
490,-5.257047,-2.1458461,Smart Monitoring Platform for Student Performance,social
491,-1.2211975,-3.7023447,Predictive Analytics System for Personal Finance Habits,transport
492,2.1123185,13.698317,Predictive Analytics System for Supply Chain Logistics,fitness
493,3.0043216,-0.86120147,Intelligent Recommendation Engine for Mental Wellness Patterns,environment
494,15.330463,6.4650955,Smart Monitoring Platform for Air Quality In Cities,agriculture
495,-4.596783,-2.4438822,Predictive Analytics System for Student Performance,retail
496,8.120906,3.106928,Autonomous Optimization Tool for Crop Health,food_tech
497,-4.1138787,-2.6527424,Smart Monitoring Platform for Student Performance,productivity
498,-0.9626494,-1.7716261,Autonomous Optimization Tool for Personal Finance Habits,robotics
499,-5.264351,-1.8919874,Intelligent Recommendation Engine for Student Performance,finance
500,-1.2057867,-4.5212855,AI Assistant for Personal Finance Habits,environment
501,-0.97564346,-3.3536606,Intelligent Recommendation Engine for Personal Finance Habits,robotics
502,0.14556527,-1.0480351,AI Assistant for Energy Consumption,environment
503,-0.54467195,-1.5597258,Intelligent Recommendation Engine for Personal Finance Habits,finance
504,2.1166697,15.153012,Autonomous Optimization Tool for Supply Chain Logistics,cybersecurity
505,11.251682,-7.660266,Intelligent Recommendation Engine for Urban Traffic Flow,mental_health
506,1.5098122,-3.9839816,Smart Monitoring Platform for Energy Consumption,space
507,1.2714207,-3.6438255,Autonomous Optimization Tool for Energy Consumption,cybersecurity
508,-3.5648472,0.6891328,Smart Monitoring Platform for Fitness Activity Tracking,finance
509,-0.27284652,-4.417901,Autonomous Optimization Tool for Energy Consumption,finance
510,1.0235158,15.079088,Smart Monitoring Platform for Supply Chain Logistics,social
511,-1.3306378,-3.5502126,Predictive Analytics System for Personal Finance Habits,gaming
512,-0.90014267,-4.705623,AI Assistant for Personal Finance Habits,mental_health
513,1.2371541,-0.6525302,AI Assistant for Mental Wellness Patterns,environment
514,-0.20821063,-0.80628717,Predictive Analytics System for Energy Consumption,cybersecurity
515,0.6690942,-4.403956,Autonomous Optimization Tool for Energy Consumption,environment
516,3.0629785,-0.9644785,Intelligent Recommendation Engine for Mental Wellness Patterns,agriculture
517,3.7622335,-1.8798337,AI Assistant for Mental Wellness Patterns,transport
518,10.983776,-7.297771,AI Assistant for Urban Traffic Flow,food_tech
519,-4.2739754,-0.3190013,Intelligent Recommendation Engine for Fitness Activity Tracking,transport
520,2.9604797,14.710545,AI Assistant for Supply Chain Logistics,transport
521,-8.186008,13.043641,Autonomous Optimization Tool for Waste Management,food_tech
522,8.643264,3.5102205,AI Assistant for Crop Health,cybersecurity
523,1.2109572,-0.62075764,Smart Monitoring Platform for Mental Wellness Patterns,gaming
524,-1.116308,-3.1312997,Intelligent Recommendation Engine for Personal Finance Habits,cybersecurity
525,0.9913036,-3.538818,Intelligent Recommendation Engine for Energy Consumption,cybersecurity
526,9.1236925,2.2578135,Intelligent Recommendation Engine for Crop Health,smart_cities
527,-4.0046153,-0.27399498,Predictive Analytics System for Fitness Activity Tracking,smart_cities
528,1.3348417,-4.286867,Smart Monitoring Platform for Energy Consumption,environment
529,0.6874946,-3.3826678,Intelligent Recommendation Engine for Energy Consumption,space
530,2.1595523,13.84934,Predictive Analytics System for Supply Chain Logistics,fitness
531,-8.200309,12.320593,AI Assistant for Waste Management,smart_cities
532,16.161839,4.957791,Intelligent Recommendation Engine for Air Quality In Cities,gaming
533,1.2253932,-0.64677703,AI Assistant for Mental Wellness Patterns,food_tech
534,1.274666,14.939043,Smart Monitoring Platform for Supply Chain Logistics,mental_health
535,-4.296431,-0.25938413,Intelligent Recommendation Engine for Fitness Activity Tracking,productivity
536,10.848843,-7.5359187,Predictive Analytics System for Urban Traffic Flow,smart_cities
537,-1.6099207,-0.22099595,Autonomous Optimization Tool for Fitness Activity Tracking,space
538,15.410139,4.0569773,Autonomous Optimization Tool for Air Quality In Cities,food_tech
539,2.658091,-2.1516743,Smart Monitoring Platform for Mental Wellness Patterns,transport
540,-0.71310765,0.08917342,Intelligent Recommendation Engine for Student Performance,social
541,8.227956,2.57009,Smart Monitoring Platform for Crop Health,finance
542,-4.479014,-0.14756359,Intelligent Recommendation Engine for Fitness Activity Tracking,education
543,-8.211217,12.656982,AI Assistant for Waste Management,food_tech
544,-3.9012928,0.38285276,AI Assistant for Fitness Activity Tracking,environment
545,-4.1685314,-2.4696047,AI Assistant for Student Performance,food_tech
546,10.443366,-7.362171,AI Assistant for Urban Traffic Flow,gaming
547,9.681284,0.89512026,Predictive Analytics System for Crop Health,smart_cities
548,1.0011305,15.141743,Smart Monitoring Platform for Supply Chain Logistics,transport
549,15.44643,6.821216,Smart Monitoring Platform for Air Quality In Cities,retail
550,1.4940468,-3.831698,Smart Monitoring Platform for Energy Consumption,food_tech
551,2.9886017,13.817363,Intelligent Recommendation Engine for Supply Chain Logistics,education
552,15.331265,6.1303215,Autonomous Optimization Tool for Air Quality In Cities,smart_cities
553,0.60614455,-4.026579,Predictive Analytics System for Energy Consumption,retail
554,-4.108738,-2.5119388,Smart Monitoring Platform for Student Performance,food_tech
555,2.8014858,-1.5969247,Predictive Analytics System for Mental Wellness Patterns,mental_health
556,8.906968,2.1786878,Predictive Analytics System for Crop Health,finance
557,1.7997987,-3.8114336,Smart Monitoring Platform for Energy Consumption,mental_health
558,2.1455557,13.740269,Predictive Analytics System for Supply Chain Logistics,mental_health
559,8.897456,2.1631835,Predictive Analytics System for Crop Health,cybersecurity
560,-3.801893,0.54479617,AI Assistant for Fitness Activity Tracking,healthcare
561,1.2732276,-4.3034077,Smart Monitoring Platform for Energy Consumption,gaming
562,-4.5966067,-1.8707255,Autonomous Optimization Tool for Student Performance,environment
563,-4.5190496,-0.02382337,Intelligent Recommendation Engine for Fitness Activity Tracking,agriculture
564,-4.118731,1.0058283,Smart Monitoring Platform for Fitness Activity Tracking,food_tech
565,-0.5017564,-1.5369444,Predictive Analytics System for Personal Finance Habits,smart_cities
566,1.1690739,-4.0962243,Smart Monitoring Platform for Energy Consumption,agriculture
567,3.0672886,-0.9406972,Intelligent Recommendation Engine for Mental Wellness Patterns,agriculture
568,-0.99734384,-1.6929414,AI Assistant for Personal Finance Habits,food_tech
569,11.301883,-6.846174,Autonomous Optimization Tool for Urban Traffic Flow,retail
570,8.627785,3.6026716,AI Assistant for Crop Health,transport
571,-4.9579964,-1.7789407,Intelligent Recommendation Engine for Student Performance,environment
572,-1.0259708,-1.7533569,AI Assistant for Personal Finance Habits,robotics
573,-3.7433186,0.18103239,AI Assistant for Fitness Activity Tracking,retail
574,2.733855,-1.498943,Predictive Analytics System for Mental Wellness Patterns,education
575,-7.8827095,13.114533,Intelligent Recommendation Engine for Waste Management,energy
576,-3.9608757,0.8903871,Smart Monitoring Platform for Fitness Activity Tracking,transport
577,-6.8863297,12.0369005,AI Assistant for Waste Management,finance
578,2.9638062,14.70705,AI Assistant for Supply Chain Logistics,mental_health
579,-3.5020201,0.41316384,AI Assistant for Fitness Activity Tracking,finance
580,16.150818,4.821754,Intelligent Recommendation Engine for Air Quality In Cities,fitness
581,-4.094176,-2.5294807,Smart Monitoring Platform for Student Performance,transport
582,0.7229082,14.77531,Smart Monitoring Platform for Supply Chain Logistics,environment
583,-8.414469,11.813906,Predictive Analytics System for Waste Management,smart_cities
584,10.843492,-6.769318,Smart Monitoring Platform for Urban Traffic Flow,agriculture
585,8.672301,3.5085652,AI Assistant for Crop Health,healthcare
586,14.978609,6.075348,AI Assistant for Air Quality In Cities,space
587,-5.562113,-2.1574924,AI Assistant for Student Performance,space
588,10.337299,-7.50247,Predictive Analytics System for Urban Traffic Flow,smart_cities
589,2.7601576,-1.5325831,Predictive Analytics System for Mental Wellness Patterns,cybersecurity
590,-4.546884,0.044107866,Intelligent Recommendation Engine for Fitness Activity Tracking,gaming
591,-7.9665103,11.43304,Smart Monitoring Platform for Waste Management,healthcare
592,-7.58544,13.011332,Intelligent Recommendation Engine for Waste Management,finance
593,10.995884,-7.6453605,Predictive Analytics System for Urban Traffic Flow,agriculture
594,16.17892,6.0174775,Predictive Analytics System for Air Quality In Cities,retail
595,1.101102,-0.56864554,Smart Monitoring Platform for Mental Wellness Patterns,education
596,8.230064,2.5267599,Smart Monitoring Platform for Crop Health,food_tech
597,-8.865127,11.848945,Predictive Analytics System for Waste Management,finance
598,-4.728613,-2.2120209,Predictive Analytics System for Student Performance,robotics
599,-0.7814685,0.12004485,Autonomous Optimization Tool for Student Performance,fitness
600,-1.1520095,-4.0342455,Autonomous Optimization Tool for Personal Finance Habits,social
601,-6.934892,12.045043,AI Assistant for Waste Management,healthcare
602,1.5451001,-3.7575607,Autonomous Optimization Tool for Energy Consumption,social
603,2.6920295,-2.1939073,Smart Monitoring Platform for Mental Wellness Patterns,fitness
604,-1.0198764,-4.7087827,AI Assistant for Personal Finance Habits,cybersecurity
605,-1.6811767,-4.2932577,Smart Monitoring Platform for Personal Finance Habits,food_tech
606,9.685958,0.85450494,Predictive Analytics System for Crop Health,space
607,16.059967,6.0687943,Predictive Analytics System for Air Quality In Cities,agriculture
608,1.1708785,15.052641,Smart Monitoring Platform for Supply Chain Logistics,agriculture
609,2.8265972,-1.6384064,Predictive Analytics System for Mental Wellness Patterns,mental_health
610,-7.6495743,13.051476,Intelligent Recommendation Engine for Waste Management,finance
611,-0.7073271,0.13028623,Intelligent Recommendation Engine for Student Performance,environment
612,-5.230427,-2.166715,Smart Monitoring Platform for Student Performance,retail
613,-4.1440563,0.72644776,Smart Monitoring Platform for Fitness Activity Tracking,cybersecurity
614,-8.261729,12.879704,AI Assistant for Waste Management,agriculture
615,3.6120257,-2.0206869,AI Assistant for Mental Wellness Patterns,social
616,2.851499,14.866827,AI Assistant for Supply Chain Logistics,food_tech
617,-5.5606046,-2.1984432,AI Assistant for Student Performance,education
618,10.382607,-7.0460296,Smart Monitoring Platform for Urban Traffic Flow,food_tech
619,2.6641192,-2.1885402,Smart Monitoring Platform for Mental Wellness Patterns,transport
620,0.95531267,15.075383,Smart Monitoring Platform for Supply Chain Logistics,transport
621,-1.0627991,-3.9036603,Autonomous Optimization Tool for Personal Finance Habits,transport
622,11.210518,-6.733515,Autonomous Optimization Tool for Urban Traffic Flow,space
623,-1.1998845,-4.406987,AI Assistant for Personal Finance Habits,robotics
624,15.034431,6.0438685,AI Assistant for Air Quality In Cities,food_tech
625,2.1231165,14.794842,Autonomous Optimization Tool for Supply Chain Logistics,cybersecurity
626,-8.252194,12.517308,AI Assistant for Waste Management,social
627,-5.418193,-2.029258,Intelligent Recommendation Engine for Student Performance,space
628,-0.95540684,-3.3186548,Intelligent Recommendation Engine for Personal Finance Habits,fitness
629,2.8523936,-2.2057154,Smart Monitoring Platform for Mental Wellness Patterns,social
630,8.188964,3.0096383,Autonomous Optimization Tool for Crop Health,robotics
631,-4.210374,-2.6806817,Smart Monitoring Platform for Student Performance,finance
632,3.4946096,-1.6654277,AI Assistant for Mental Wellness Patterns,retail
633,15.586306,4.1872663,Intelligent Recommendation Engine for Air Quality In Cities,environment
634,15.091991,6.0673246,AI Assistant for Air Quality In Cities,gaming
635,16.268185,4.985941,Intelligent Recommendation Engine for Air Quality In Cities,space
636,0.77347505,-4.3358774,AI Assistant for Energy Consumption,food_tech
637,0.085512884,-1.0564151,Autonomous Optimization Tool for Energy Consumption,finance
638,-4.277513,0.08312358,Intelligent Recommendation Engine for Fitness Activity Tracking,smart_cities
639,0.6787055,14.716551,Smart Monitoring Platform for Supply Chain Logistics,healthcare
640,-0.17721288,-0.81757265,Predictive Analytics System for Energy Consumption,healthcare
641,-4.185662,-2.5660114,Smart Monitoring Platform for Student Performance,retail
642,1.075211,15.238526,Smart Monitoring Platform for Supply Chain Logistics,agriculture
643,10.984669,-7.030726,AI Assistant for Urban Traffic Flow,productivity
644,9.7612295,-5.237872,Predictive Analytics System for Urban Traffic Flow,robotics
645,-4.473081,0.8052935,Autonomous Optimization Tool for Fitness Activity Tracking,food_tech
646,0.77891785,-4.036851,Predictive Analytics System for Energy Consumption,education
647,0.66268015,-4.6344485,AI Assistant for Energy Consumption,robotics
648,10.942168,-6.975047,AI Assistant for Urban Traffic Flow,finance
649,-0.71085083,0.1087196,Intelligent Recommendation Engine for Student Performance,energy
650,15.318327,5.8875847,Autonomous Optimization Tool for Air Quality In Cities,energy
651,10.060671,-7.2902975,Autonomous Optimization Tool for Urban Traffic Flow,productivity
652,9.791339,-5.4047747,AI Assistant for Urban Traffic Flow,food_tech
653,-4.9788766,-1.6811999,Intelligent Recommendation Engine for Student Performance,fitness
654,1.1498938,-0.6640002,Smart Monitoring Platform for Mental Wellness Patterns,fitness
655,-3.8882928,0.07287226,Autonomous Optimization Tool for Fitness Activity Tracking,mental_health
656,10.485044,-6.821024,Smart Monitoring Platform for Urban Traffic Flow,healthcare
657,1.1587161,15.014792,Smart Monitoring Platform for Supply Chain Logistics,smart_cities
658,8.657617,2.7605536,Predictive Analytics System for Crop Health,robotics
659,9.753872,0.74790317,AI Assistant for Crop Health,environment
660,15.49698,6.7725353,Smart Monitoring Platform for Air Quality In Cities,space
661,-0.7560051,0.08655395,Intelligent Recommendation Engine for Student Performance,finance
662,2.5429513,14.856768,Autonomous Optimization Tool for Supply Chain Logistics,healthcare
663,2.1657038,15.146071,Autonomous Optimization Tool for Supply Chain Logistics,cybersecurity
664,-8.039611,12.493515,AI Assistant for Waste Management,smart_cities
665,10.423256,-7.7197027,Intelligent Recommendation Engine for Urban Traffic Flow,finance
666,-7.9083185,11.444492,Smart Monitoring Platform for Waste Management,environment
667,-0.7669892,-4.510938,Autonomous Optimization Tool for Personal Finance Habits,mental_health
668,-4.030896,-0.48859227,Predictive Analytics System for Fitness Activity Tracking,fitness
669,2.6239161,14.689742,AI Assistant for Supply Chain Logistics,retail
670,15.451195,3.9254723,Predictive Analytics System for Air Quality In Cities,agriculture
671,-8.037539,11.494577,Smart Monitoring Platform for Waste Management,retail
672,0.84580606,-3.4169166,Intelligent Recommendation Engine for Energy Consumption,space
673,-3.9068527,0.92645544,Smart Monitoring Platform for Fitness Activity Tracking,smart_cities
674,1.4378899,-3.7965038,AI Assistant for Energy Consumption,gaming
675,2.7469132,-1.9955888,Smart Monitoring Platform for Mental Wellness Patterns,mental_health
676,8.139329,3.1034927,Autonomous Optimization Tool for Crop Health,social
677,-1.2602915,-3.6128876,Predictive Analytics System for Personal Finance Habits,food_tech
678,-0.3289169,-1.4282649,Smart Monitoring Platform for Personal Finance Habits,productivity
679,0.19584186,-1.1019799,Smart Monitoring Platform for Energy Consumption,gaming
680,-3.763427,0.47476318,AI Assistant for Fitness Activity Tracking,energy
681,0.36310008,-4.092477,Autonomous Optimization Tool for Energy Consumption,retail
682,3.010041,-0.84823096,Intelligent Recommendation Engine for Mental Wellness Patterns,social
683,3.6718807,-1.9556438,AI Assistant for Mental Wellness Patterns,cybersecurity
684,1.2761873,-0.6515826,Predictive Analytics System for Mental Wellness Patterns,education
685,9.69127,0.8468607,Autonomous Optimization Tool for Crop Health,agriculture
686,2.1356783,15.14185,Autonomous Optimization Tool for Supply Chain Logistics,cybersecurity
687,16.212719,6.0489345,Predictive Analytics System for Air Quality In Cities,retail
688,8.633324,3.5680487,AI Assistant for Crop Health,agriculture
689,10.822807,-6.6636534,Smart Monitoring Platform for Urban Traffic Flow,cybersecurity
690,2.5051188,14.836338,Autonomous Optimization Tool for Supply Chain Logistics,robotics
691,-1.2242608,-4.427098,AI Assistant for Personal Finance Habits,environment
692,8.692232,2.5929043,Predictive Analytics System for Crop Health,transport
693,-8.810171,11.882489,Predictive Analytics System for Waste Management,environment
694,8.389159,2.5138092,Smart Monitoring Platform for Crop Health,healthcare
695,-8.300033,12.917323,AI Assistant for Waste Management,healthcare
696,-7.6209645,13.002224,Intelligent Recommendation Engine for Waste Management,gaming
697,-4.167596,-2.6523967,Smart Monitoring Platform for Student Performance,finance
698,2.8450181,-1.3702524,Predictive Analytics System for Mental Wellness Patterns,food_tech
699,-0.7068678,-3.9794345,Autonomous Optimization Tool for Personal Finance Habits,energy
700,3.396434,-2.0757847,Autonomous Optimization Tool for Mental Wellness Patterns,finance
701,15.744614,6.0392094,Predictive Analytics System for Air Quality In Cities,robotics
702,8.346535,3.3003917,Autonomous Optimization Tool for Crop Health,healthcare
703,-4.2316227,0.38538465,Autonomous Optimization Tool for Fitness Activity Tracking,mental_health
704,9.035525,2.5202537,Smart Monitoring Platform for Crop Health,fitness
705,-0.79775536,0.13783911,Intelligent Recommendation Engine for Student Performance,fitness
706,1.6431736,-3.597378,Predictive Analytics System for Energy Consumption,mental_health
707,15.5213785,6.6788125,Smart Monitoring Platform for Air Quality In Cities,transport
708,3.046411,-0.8312408,Intelligent Recommendation Engine for Mental Wellness Patterns,environment
709,8.1255665,2.6028464,Smart Monitoring Platform for Crop Health,robotics
710,-1.7683159,-4.2483554,Smart Monitoring Platform for Personal Finance Habits,environment
711,-4.064083,-0.20827919,Intelligent Recommendation Engine for Fitness Activity Tracking,finance
712,-6.943236,12.318556,Intelligent Recommendation Engine for Waste Management,environment
713,8.788582,3.2034776,AI Assistant for Crop Health,energy
714,0.98365676,15.064927,Smart Monitoring Platform for Supply Chain Logistics,social
715,8.907185,2.5841017,Predictive Analytics System for Crop Health,fitness
716,15.336691,4.0427403,Autonomous Optimization Tool for Air Quality In Cities,cybersecurity
717,0.7932045,-3.530025,Intelligent Recommendation Engine for Energy Consumption,education
718,-4.7312922,-2.3523736,Autonomous Optimization Tool for Student Performance,retail
719,15.405484,6.4356046,Smart Monitoring Platform for Air Quality In Cities,gaming
720,3.30516,-2.1254637,Smart Monitoring Platform for Mental Wellness Patterns,cybersecurity
721,-1.6276948,-0.20493098,Intelligent Recommendation Engine for Fitness Activity Tracking,fitness
722,-4.7620473,-2.397113,Predictive Analytics System for Student Performance,finance
723,-1.1972109,-4.5808306,AI Assistant for Personal Finance Habits,transport
724,-7.9303503,11.431411,Smart Monitoring Platform for Waste Management,cybersecurity
725,-4.085961,-2.5521474,Smart Monitoring Platform for Student Performance,agriculture
726,-0.81390435,-3.8732362,Autonomous Optimization Tool for Personal Finance Habits,robotics
727,0.811051,-3.4302263,Intelligent Recommendation Engine for Energy Consumption,energy
